Article;Désignation;Qtite;Vendeur;R_vendeur;Acheteur;R_acheteur;Type_Op;Utilisateur;dpr;pmp;DATE;HEURE
14004181;SKOR 5K                       ;10.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;26/11/2017 ;10:25:18
14011159;LAIT ENT PDRE INST BORJOT 500G;12.000;EPICERIE                      ;14;BOULANGERIE;23;Cession interne;ELSALGER1;;;26/11/2017 ;10:23:25
22000839;Olives denoyautees coupees    ;14.000;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;;;26/11/2017 ;10:22:26
22000271;FRAISE 1CAT LOCAL             ;0.522;FRUITS ET LEGUMES             ;22;BOULANGERIE;23;Cession interne;ELSALGER1;;;26/11/2017 ;09:32:00
22000092;TOMATE RONDE 55/65            ;33.460;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;26/11/2017 ;09:03:49
24000068;CARCASSE DE VEAU              ;7.935;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;26/11/2017 ;08:26:10
24000040;POULET ENTIER FARCI           ;2.212;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;26/11/2017 ;08:25:21
22000077;CHOU ROUGE                    ;0.568;FRUITS ET LEGUMES             ;22;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;26/11/2017 ;08:24:50
24000009;ESCALOPE POULET TRAD          ;9.475;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;26/11/2017 ;08:24:25
24000009;ESCALOPE POULET TRAD          ;10.740;BOUCHERIE / VOLAILLE          ;24;CHARCUTERIE TRAITEUR;20;Cession interne;ELSALGER1;;;26/11/2017 ;08:23:48
